stock_name,price_nse,price_bse,eps,dividend_yield,face_value,dividend,p_to_e,industry_p_to_e,book_value,p_to_b,avg_dividend,2019 Net,2018 Net,2017 Net,2016 Net,2015 Net,2019 EPS,2018 EPS,2017 EPS,2016 EPS,2015 EPS,2019 ESC,2018 ESC,2017 ESC,2016 ESC,2015 ESC,2019 Profit,2018 Profit,2017 Profit,2016 Profit,2015 Profit
63 Moons Technologies Ltd.,46.60,46.35,-,4.29,2.00,100.00,-,18.56,619.79,0.08,280.0,147.19,226.72,150.06,141.33,161.03,0.02,3.55,10.65,15.35,96.6,9.22,9.22,9.22,9.22,9.22,0.09,16.38,49.08,70.74,445.14
Eco Recycling Ltd.,22.50,,0.7,-,10.00,0.00,32.14,12.64,13.21,1.70,0.0,12.44,11.52,19.45,36.71,30.96,0.75,-0.33,-0.6,0.09,0.53,17.54,17.54,17.54,17.54,17.54,1.32,-8.44,-1.05,0.16,0.93
Subex Ltd.,3.15,3.15,-,-,10.00,0.00,-,18.56,12.66,0.25,0.0,20.81,180.3,324.41,296.24,305.67,-0.44,0.01,-0.13,-4.54,-1.65,562.0,562.0,506.91,502.81,182.92,-24.53,0.32,-6.83,-131.95,-28.4
Mindteck (India) Ltd.,13.60,13.55,1.92,7.35,10.00,10.00,7.06,18.56,72.26,0.19,10.0,107.63,88.42,83.64,86.65,80.17,2.81,0.75,2.19,3.27,4.59,25.62,25.62,25.38,25.17,25.06,7.19,1.91,5.43,8.2,11.48
Intense Technologies Ltd.,14.85,14.60,1.97,-,2.00,0.00,7.41,18.56,30.27,0.49,2.0,55.83,52.12,70.18,42.0,46.84,2.95,2.02,6.23,0.09,3.45,4.48,4.42,4.42,4.34,3.86,6.6,4.46,13.11,0.2,6.66
Saksoft Ltd.,123.95,125.70,21.84,3.23,10.00,40.00,5.76,18.56,85.98,1.44,32.0,94.54,57.67,50.68,50.75,46.61,15.57,8.7,6.96,10.67,5.86,10.48,10.48,10.46,10.4,10.36,16.31,9.11,6.88,10.47,5.72
Moschip Technologies Ltd.,6.95,,-,-,2.00,0.00,-,18.56,5.66,1.23,0.0,33.38,45.56,16.69,5.1,5.79,-1.74,-0.95,-0.08,-2.33,-0.99,29.4,26.32,24.97,9.21,9.21,-24.63,-11.92,-1.03,-11.18,-4.54
Newgen Software Technologies Ltd Ltd.,106.00,105.10,12.73,2.83,10.00,30.00,8.26,18.56,69.40,1.53,31.0,552.04,459.52,383.12,312.81,278.52,14.08,11.09,10.11,5.36,8.67,68.46,67.88,63.38,63.09,63.06,95.83,70.63,50.16,27.65,42.8
OnMobile Global Ltd.,15.05,15.05,0.97,9.97,10.00,15.00,15.52,0.12,68.78,0.22,15.0,229.52,277.76,330.31,387.38,414.58,3.1,3.71,4.06,0.52,0.8,105.7,105.57,104.35,108.11,109.22,32.8,38.9,42.63,5.74,9.2
ABM Knowledgeware Ltd.,37.90,,6.29,3.30,5.00,25.00,6.03,18.56,78.89,0.48,24.0,55.05,60.58,95.08,77.2,82.09,7.89,7.25,9.52,8.78,17.51,10.0,10.0,10.0,10.0,10.24,15.78,14.45,19.05,17.57,17.5
Virinchi Ltd.,24.45,,6.99,-,10.00,0.00,3.5,18.56,72.43,0.34,0.0,170.22,172.01,138.86,104.35,79.09,6.89,6.65,4.28,2.32,2.01,31.17,28.22,26.68,17.99,17.96,21.48,17.37,11.42,4.18,3.61
Compucom Software Ltd.,3.60,3.65,0.23,2.78,2.00,5.00,15.87,38.42,15.88,0.23,5.0,64.59,45.7,51.88,55.76,52.51,0.7,0.39,0.23,0.88,0.71,15.83,15.83,15.83,15.83,15.83,5.43,2.96,1.85,6.97,5.59
Prithvi Exchange (India) Ltd.,17.15,,2.66,4.37,10.00,7.50,6.45,23.33,31.73,0.54,5.5,10.12,9.69,8.96,8.2,8.21,3.97,3.78,3.86,3.67,4.26,5.5,5.5,5.5,5.5,5.5,2.44,1.85,2.12,2.02,2.35
Cybermate Infotek Ltd.,0.92,,0.47,-,2.00,0.00,1.96,18.56,9.74,0.09,0.0,60.44,104.67,53.49,13.5,11.72,0.7,0.47,0.32,-9.28,-4.0,19.79,16.11,14.49,72.44,72.44,6.21,3.81,2.32,-67.21,-28.97
GSS Infotech Ltd.,19.00,19.35,1.09,-,10.00,0.00,17.75,18.56,68.03,0.28,0.0,30.86,22.75,23.4,29.83,35.35,4.92,2.64,-29.47,2.6,-79.58,16.94,16.94,16.94,16.94,16.94,8.33,4.48,-49.92,4.41,-134.78
Parle  Industries Ltd.,17.70,,-,-,10.00,0.00,-,13.32,14.79,1.20,0.0,11.35,0.17,0.27,0.24,0.2,0.68,0.0,0.03,0.01,0.04,14.0,14.0,14.0,14.0,14.0,0.96,0.0,0.04,0.01,0.06
Odyssey Technologies Ltd.,16.00,,2.66,-,10.00,0.00,6.02,18.56,20.49,0.78,0.0,13.62,13.66,11.91,10.42,10.15,1.77,2.72,2.93,2.89,3.28,8.86,8.86,8.86,8.86,8.86,1.57,2.41,2.6,2.56,2.91
RS Software (India) Ltd.,11.60,12.10,-,-,5.00,0.00,-,18.56,59.00,0.20,17.0,61.04,57.39,70.7,171.42,345.51,-9.29,-10.01,-6.82,3.1,25.31,12.85,12.85,12.85,12.85,12.84,-23.88,-25.73,-17.54,7.95,64.94
California Software Ltd.,8.10,7.95,0.33,-,10.00,0.00,24.09,18.56,5.14,1.58,0.0,1.45,0.95,0.0,0.0,0.0,0.41,0.36,1.41,-1.05,-9.8,12.37,12.36,12.36,12.37,12.37,0.66,0.44,1.74,-1.3,-12.12
Ram Informatics Ltd.,9.75,,2.12,-,10.00,0.00,4.6,18.56,23.81,0.41,0.0,32.9,26.13,20.38,22.83,12.87,2.89,2.04,1.85,1.53,1.85,6.71,6.28,6.28,6.28,6.28,1.82,1.28,1.16,0.96,1.16
Hit Kit Global Solutions Ltd.,0.19,,-,-,2.00,0.00,-,18.56,2.61,0.07,0.0,0.21,0.2,0.33,0.72,0.22,-0.01,-0.01,0.0,0.0,-0.01,7.4,7.4,7.4,7.4,7.4,-0.02,-0.04,0.01,0.0,-0.03
Infibeam Avenues Ltd.,37.40,37.25,0.93,-,1.00,0.00,40.05,18.56,38.60,0.97,4.0,544.66,305.86,53.15,43.11,29.23,0.58,0.2,0.03,1.0,-2.05,66.34,54.28,53.89,53.09,42.56,38.92,13.48,0.18,4.28,-8.41
Advent Computer Services Ltd.,1.39,,-,-,10.00,0.00,-,18.56,8.93,0.16,0.0,0.11,0.11,0.46,0.48,0.31,-0.27,-0.32,0.0,0.01,0.0,16.27,16.27,16.27,16.27,16.27,-0.44,-0.52,0.0,0.01,0.0
Navin Fluorine International Ltd.,1199.50,1204.40,33.76,0.65,2.00,390.00,35.68,32.36,214.05,5.60,315.0,955.13,873.41,701.23,636.24,546.12,30.05,36.34,136.91,88.44,50.57,9.89,9.87,9.79,9.79,9.77,148.48,178.96,134.02,86.47,49.38
Nyssa Corporation Ltd.,0.50,,0.16,-,1.00,0.00,3.12,13.32,7.99,0.06,0.0,6.28,1.01,3.02,5.91,8.72,0.28,0.13,0.22,0.3,0.84,3.0,3.0,3.0,3.0,3.0,0.87,0.39,0.65,0.9,2.51
Alkyl Amines Chemicals Ltd.,1160.00,1135.35,90.03,0.69,5.00,160.00,12.61,12.69,178.44,6.50,136.0,846.4,616.17,500.64,483.59,476.37,41.06,31.15,24.32,24.44,22.27,10.2,10.2,10.21,10.21,10.21,83.74,64.29,49.61,49.85,45.42
Twinstar Industries Ltd.,0.56,,-,-,10.00,0.00,-,18.56,10.84,0.05,0.0,85.31,186.93,137.34,103.9,100.18,0.21,0.18,0.12,0.09,0.03,22.46,22.5,22.5,22.46,22.46,0.47,0.41,0.26,0.21,0.58
Lee and Nee Softwares (Exports) Ltd.,1.05,,0.03,-,10.00,0.00,35,18.56,9.61,0.11,0.0,3.53,2.57,2.28,1.36,1.5,0.02,0.02,0.01,0.0,0.0,55.77,55.77,55.77,55.77,55.77,0.13,0.13,0.07,0.02,0.01
Aarti Industries Ltd.,783.65,795.80,31.04,1.40,5.00,220.00,25.64,12.69,146.97,5.33,108.0,4857.59,3699.31,3050.23,2717.01,2870.65,57.63,38.92,37.35,30.3,21.2,43.33,40.65,41.06,41.66,44.3,469.3,316.44,306.68,252.43,187.8
Atul Ltd.,3897.00,3900.10,204.46,0.38,10.00,150.00,19.08,15.19,893.25,4.36,111.0,3915.81,3107.49,2694.53,2458.9,2555.65,144.51,91.16,96.18,90.37,73.3,29.66,29.66,29.66,29.68,29.68,428.64,270.41,285.3,268.06,217.42
Neogen Chemicals Ltd.,338.00,337.95,12.93,0.44,10.00,15.00,26.14,40.14,31.59,10.70,15.0,239.06,164.01,121.47,108.89,91.48,10.48,5.3,3.87,2.59,11.3,20.08,20.0,20.0,20.0,4.5,21.04,10.6,7.75,5.18,5.09
Vinati Organics Ltd.,799.95,802.55,33.25,0.44,1.00,350.00,24.14,19.19,102.28,7.82,195.0,1108.14,743.36,666.33,630.95,771.73,54.97,27.93,27.0,25.5,22.85,10.28,10.28,10.32,10.32,10.32,282.49,143.88,139.3,131.57,115.79
Fairchem Speciality Ltd.,418.40,418.65,7.05,0.60,10.00,25.00,59.38,40.14,26.27,15.93,20.0,249.87,236.33,185.57,151.72,150.62,5.51,4.97,3.72,7.68,9.92,39.06,37.61,37.61,13.79,13.79,21.52,19.4,8.46,10.6,13.69
Gujarat Heavy Chemicals Ltd.,93.00,93.50,46.85,5.38,10.00,50.00,2,3.94,205.12,0.45,41.4,3371.18,2905.65,2780.7,2558.99,2373.61,36.88,37.32,38.82,25.77,18.43,98.03,97.42,99.47,100.02,100.02,361.03,364.51,386.77,257.78,184.31
Supreme Petrochem Ltd.,129.10,130.00,12.24,2.32,10.00,30.00,10.62,18.44,66.57,1.94,30.0,3193.81,3026.61,2918.62,2652.54,3264.3,5.1,12.03,18.59,3.7,3.16,96.5,96.5,96.5,96.5,96.5,49.21,116.12,179.41,35.7,30.59
Camlin Fine Sciences Ltd.,41.00,40.40,1.39,-,1.00,0.00,29.06,32.36,26.53,1.55,18.0,548.12,402.89,324.64,412.19,430.7,0.88,-1.67,0.0,2.68,2.71,12.13,12.12,10.37,9.67,9.59,10.73,-14.18,0.04,25.75,25.82
Black Rose Industries Ltd.,79.95,,3.95,0.38,1.00,30.00,20.24,0.96,9.22,8.67,11.0,213.49,184.97,165.78,128.84,147.01,2.59,2.19,0.9,0.31,0.11,5.1,5.1,5.1,5.1,5.1,13.29,11.16,4.59,1.58,0.55
Apcotex Industries Ltd.,79.50,78.70,5.56,3.77,2.00,150.00,14.15,7.58,53.57,1.48,118.0,625.67,526.18,390.14,268.35,355.08,22.47,18.63,9.21,11.9,23.8,10.37,10.37,10.41,10.41,5.22,46.6,38.64,19.09,24.67,24.68
Foseco India Ltd.,960.50,953.15,54.05,2.60,10.00,250.00,17.63,12.69,268.36,3.58,249.0,322.52,362.16,357.59,339.51,292.14,0.0,50.16,49.04,51.8,49.68,6.39,6.39,6.39,6.39,6.39,34.52,32.04,31.32,33.08,31.73
Paushak Ltd.,1797.00,,124.07,0.28,10.00,50.00,14.48,40.14,576.12,3.12,34.0,139.51,104.75,72.33,77.92,69.15,125.64,66.95,34.4,38.72,40.52,3.08,3.21,3.21,3.21,3.21,38.96,21.47,11.03,12.42,12.99
Balaji Amines Ltd.,254.00,252.05,33.46,1.10,2.00,140.00,7.53,12.69,177.46,1.43,108.0,949.83,877.0,727.3,634.92,604.86,36.44,34.93,26.41,18.91,11.22,6.48,6.48,6.48,6.48,6.48,118.08,113.18,85.57,61.27,36.36
Clariant Chemicals India Ltd.,221.15,221.30,18.77,4.52,10.00,100.00,11.79,15.19,267.06,0.83,438.0,1028.09,1013.55,980.98,929.11,1046.0,8.04,9.36,10.61,16.61,353.83,23.08,23.08,23.08,23.08,26.66,18.56,21.6,24.48,43.02,943.32
IG Petrochemicals Ltd.,101.85,102.20,11.44,3.93,10.00,40.00,8.93,2.53,204.17,0.50,28.0,1303.7,1144.17,1037.48,952.84,1188.06,37.82,47.58,32.98,19.6,10.51,30.8,30.8,30.8,30.8,30.8,116.48,146.54,101.56,60.36,8.9
Ultramarine and Pigments Ltd.,143.20,,19.34,3.14,2.00,225.00,7.4,15.19,131.81,1.09,192.5,306.86,277.36,255.41,220.23,172.4,19.34,14.95,11.1,9.37,6.42,5.84,5.84,5.84,5.84,5.84,56.48,43.64,32.4,27.35,18.75
GFL Ltd.,81.55,84.70,56.24,4.29,1.00,350.00,1.51,12.69,428.67,0.19,350.0,2730.55,2055.58,1427.51,1338.31,1320.97,116.28,44.36,13.32,9.48,34.81,10.99,10.99,10.99,10.99,10.99,1277.31,487.31,146.29,104.15,382.35
Manali Petrochemicals Ltd.,10.25,10.25,2.79,7.32,5.00,15.00,3.67,18.44,25.67,0.40,11.0,702.12,645.33,576.57,579.04,733.13,3.83,3.17,2.35,2.8,2.56,86.03,86.03,86.03,86.03,86.03,65.17,54.87,40.42,48.21,43.99
Chembond Chemicals Ltd.,140.00,140.85,5.18,1.43,5.00,40.00,27.19,40.14,170.69,0.82,46.0,156.29,232.17,217.9,216.21,220.04,4.71,10.14,2.47,226.45,8.38,6.72,6.72,6.72,6.7,6.66,6.33,13.59,3.32,151.23,6.08
DIC India Ltd.,271.90,273.50,20.1,1.66,10.00,45.00,13.61,6.98,324.56,0.84,25.0,791.13,837.96,740.6,707.23,749.54,20.1,-10.16,0.0,24.88,32.37,9.18,9.18,9.18,9.18,9.18,18.45,-9.32,-12.37,22.84,29.71
Indo Amines Ltd.,30.25,,5.29,3.31,10.00,10.00,5.72,12.69,28.41,1.06,9.0,470.91,347.09,278.88,244.06,217.2,6.78,4.29,4.27,2.61,1.43,33.35,33.35,32.92,32.92,32.92,22.74,14.7,14.05,8.59,4.62
Multibase India Ltd.,81.25,,7.45,-,10.00,0.00,10.91,19.41,78.62,1.03,0.0,109.94,108.55,86.48,70.62,61.65,12.17,15.49,0.0,7.83,4.02,12.62,12.62,12.62,12.62,12.62,15.36,19.55,13.3,9.88,7.22
Jayant Agro-Organics Ltd.,54.50,55.20,-,3.67,5.00,40.00,-,40.14,105.56,0.52,75.4,798.36,780.0,656.43,561.79,654.85,15.83,14.14,30.17,14.4,7.54,15.0,15.0,7.5,7.5,7.5,47.5,42.43,45.25,21.6,11.32
Plastiblends India Ltd.,117.85,112.65,15.83,2.33,5.00,55.00,7.12,19.41,103.39,1.14,81.0,626.85,567.82,571.98,518.16,494.35,11.99,12.08,25.42,28.99,23.13,12.99,12.99,6.5,6.5,6.5,31.17,27.32,33.03,37.67,30.05
Kanoria Chemicals and Industries Ltd.,24.70,24.65,0.83,3.04,5.00,15.00,29.7,4.92,139.46,0.18,27.0,447.5,338.75,295.66,316.17,337.79,1.75,1.28,4.28,4.87,3.5,21.85,21.85,21.85,21.85,21.85,7.65,5.6,18.72,21.3,15.29
Dharamsi Morarji Chemical Company Ltd.,66.00,,16.66,2.27,10.00,15.00,3.96,40.14,46.32,1.42,4.0,233.95,180.41,140.24,100.76,120.06,18.43,4.92,7.84,5.32,6.27,24.94,24.94,21.85,21.26,21.26,46.06,12.26,16.9,11.97,13.98
Dai-Ichi Karkaria Ltd.,180.00,,-,-,10.00,0.00,-,40.14,166.00,1.08,22.0,92.35,149.11,125.97,116.33,102.27,-17.37,16.08,23.95,20.91,19.84,7.45,7.45,7.45,7.45,7.45,-12.63,11.98,17.84,15.58,14.78
Seya Industries Ltd.,41.95,41.90,30.59,3.58,10.00,15.00,1.37,19.19,335.75,0.12,9.0,412.78,346.16,308.61,275.28,247.61,35.97,21.31,20.67,24.35,11.85,24.6,24.6,20.35,11.0,11.0,88.49,52.4,42.06,26.78,13.03
Fineotex Chemical Ltd.,15.15,15.10,2.11,0.66,2.00,5.00,7.16,40.14,12.44,1.22,7.0,112.64,90.06,75.67,68.06,64.99,1.62,1.91,1.43,1.35,4.99,22.26,22.26,22.26,22.46,22.46,18.01,21.28,15.95,15.13,11.2
Amal Ltd.,94.70,,10.75,-,10.00,0.00,8.81,15.19,17.33,5.46,0.0,32.87,31.64,25.72,23.2,18.82,8.22,11.92,12.67,5.29,-0.82,9.43,9.43,7.03,7.03,7.03,7.75,9.7,8.89,3.72,-0.58
Vikas WSP Ltd.,4.30,4.25,1.76,-,1.00,0.00,2.41,40.14,55.04,0.08,0.0,799.98,696.28,193.59,572.94,786.11,2.32,1.49,-6.13,-26.15,0.48,20.44,19.44,13.74,13.74,13.74,46.92,28.96,-84.0,-359.35,6.55
Nitta Gelatin India Ltd.,96.40,,12.25,1.56,10.00,15.00,7.87,12.69,157.00,0.61,20.0,261.2,324.47,330.26,358.57,359.13,-2.9,15.27,19.28,17.33,5.62,9.08,9.08,9.08,9.08,9.08,-2.64,14.57,17.51,16.69,5.1
Vinyl Chemicals (India) Ltd.,42.20,41.95,5.9,5.69,1.00,240.00,7.11,12.69,32.19,1.31,192.0,482.76,375.19,282.68,335.36,441.56,4.83,6.36,4.75,3.94,6.74,1.83,1.83,1.83,1.83,1.83,8.86,11.66,8.72,7.21,12.34
Narmada Gelatines Ltd.,115.30,,23.19,8.67,10.00,100.00,4.97,7.08,216.19,0.53,51.0,125.68,117.61,113.79,133.1,134.74,16.63,13.54,6.73,13.49,24.4,6.05,6.05,6.05,6.05,6.05,10.06,8.04,4.07,8.29,15.51
Yash Chemex Ltd.,69.50,,2.12,0.43,10.00,3.00,32.78,15.19,16.23,4.28,1.3,92.25,83.02,77.98,71.38,74.05,1.9,1.17,1.61,1.36,0.47,10.24,10.24,4.1,3.01,1.41,1.95,1.2,0.62,0.28,0.09
Polson Ltd.,6901.00,,873.42,-,50.00,0.00,7.9,15.19,7553.36,0.91,0.0,108.94,105.77,110.29,108.17,106.61,827.33,909.46,860.0,1345.83,545.0,0.6,0.6,0.6,0.6,0.6,9.93,10.91,10.32,16.15,6.54
Jyoti Resins and Adhesives Ltd.,112.00,,19.21,-,10.00,0.00,5.83,12.69,19.70,5.69,0.0,68.69,55.18,82.16,47.1,26.6,0.55,0.26,0.98,0.55,0.52,4.0,4.0,4.0,4.0,4.0,2.2,1.04,0.39,0.22,0.21
KELTECH Energies Ltd.,469.80,,106.25,0.53,10.00,25.00,4.42,39.88,582.04,0.81,25.0,226.29,202.1,192.65,179.43,191.97,60.25,75.54,58.39,38.8,34.19,1.0,1.0,1.0,1.0,1.0,6.03,7.55,5.84,3.88,3.42
Vikas Ecotech Ltd.,1.06,1.05,0.39,4.72,1.00,5.00,2.69,7.58,5.12,0.21,5.0,245.25,232.6,372.49,311.98,212.84,0.59,0.95,1.55,1.0,0.15,27.99,27.99,27.99,25.42,25.42,16.38,26.73,23.17,25.53,3.79
EID Parry (India) Ltd.,137.00,136.10,3.51,2.19,1.00,300.00,38.77,4.81,96.81,1.42,260.0,1855.03,1921.29,2365.23,2310.44,2081.67,9.21,5.7,16.03,-3.78,8.43,17.7,17.7,17.59,17.58,17.58,163.13,101.01,283.61,-66.45,148.25
Kemistar Corporation Ltd.,36.50,,0.18,-,10.00,0.00,202.78,50.43,13.82,2.64,0.0,3.11,2.83,1.05,0.95,0.98,0.1,0.38,0.54,0.24,0.0,10.76,1.87,0.67,0.67,8.39,0.11,0.07,0.04,0.03,0.02
Daikaffil Chemicals India Ltd.,18.70,,1.56,-,10.00,0.00,11.99,15.19,42.43,0.44,10.4,16.84,23.47,26.44,27.44,34.45,1.3,4.0,5.15,3.5,2.59,6.0,6.0,6.0,6.0,6.0,0.86,2.4,3.09,2.1,1.55
Cochin Minerals and Rutile Ltd.,99.80,,10.49,-,10.00,0.00,9.51,15.22,93.55,1.07,0.0,223.41,163.96,145.95,158.66,117.25,6.99,1.71,0.0,0.0,0.0,7.83,7.83,7.83,7.83,7.83,5.47,1.34,-5.52,-14.04,-21.51
Omkar Speciality Chemicals Ltd.,2.35,2.40,-,-,10.00,0.00,-,40.14,-71.96,-,6.0,42.65,197.64,345.02,300.02,193.31,-8.2,-50.52,15.01,10.79,8.89,20.58,20.58,20.58,20.58,20.58,-16.87,-103.97,-25.57,22.21,17.83
Chemcrux Enterprises Ltd.,65.00,,-,0.77,10.00,5.00,-,40.14,48.32,1.35,3.0,55.27,31.76,27.84,20.12,19.6,18.87,4.79,5.15,9.02,4.7,4.94,4.94,4.94,1.8,1.8,9.32,2.36,1.5,1.62,0.85
Shree Renuka Sugars Ltd.,5.00,4.85,-,-,1.00,0.00,-,4.81,-2.76,-,0.0,4296.9,5847.6,7771.6,5862.1,5744.2,-1.99,-29.63,-1.33,-3.07,-3.32,191.7,191.7,94.5,92.88,92.88,-381.9,-2982.1,-123.9,-285.3,-295.1
Titan Bio-Tech Ltd.,50.00,,6.46,-,10.00,0.00,7.74,50.43,38.31,1.31,6.0,58.24,55.53,52.45,45.61,40.32,3.73,3.67,3.02,2.23,2.11,8.26,7.74,7.74,7.74,7.74,3.08,2.84,2.34,1.72,1.63
Balrampur Chini Mills Ltd.,109.10,109.25,25.47,2.29,1.00,250.00,4.29,4.81,94.63,1.15,170.0,4285.78,4342.54,3460.14,2756.67,2986.98,24.98,9.41,24.26,4.06,-2.36,22.84,22.84,23.5,24.5,24.49,570.64,221.12,592.29,99.42,-57.73
Dhampur Sugar Mills Ltd.,86.85,86.45,31.85,7.48,10.00,65.00,2.71,4.81,187.24,0.46,31.0,2754.46,3278.52,2534.03,2183.39,1788.95,38.4,23.67,37.39,5.16,-2.11,66.39,66.39,66.39,64.21,58.78,254.95,157.16,243.04,31.95,-10.36
Vishwaraj Sugar Industries Ltd.,64.20,64.75,-,-,10.00,0,-,4.81,57.11,1.12,0.0,286.35,0.0,-5.1,0.0,34.56,0.0,-17.62,0.0
Avadh Sugar & Energy Ltd.,124.55,124.05,56.61,2.41,10.00,30.00,2.19,4.81,254.02,0.49,8.0,2130.17,2335.8,1873.0,0.0,0.0,119.76,88.08,201.95,-2.19,0.0,10.01,10.01,10.01,0.05,0.0,119.87,88.16,209.58,-0.01,0.0
Triveni Engineering and Industries Ltd.,38.35,38.20,11.01,1.83,1.00,70.00,3.47,4.81,43.45,0.88,19.0,3151.56,3370.7,2824.55,1915.02,2061.02,8.55,4.25,9.06,-0.48,-6.36,25.79,25.79,25.79,25.79,25.79,220.56,109.74,233.56,-12.3,-164.09
Bajaj Hindusthan Sugar Ltd.,2.84,2.75,0.84,-,1.00,0.00,3.27,4.81,30.07,0.09,0.0,6803.82,5842.39,4384.58,4683.23,4531.46,-0.58,-3.84,0.07,-1.24,-17.14,113.36,113.36,113.36,111.68,81.02,-64.08,-423.19,7.39,-114.28,-1097.22
Andhra Sugars Ltd.,187.50,185.90,62.34,5.33,10.00,100.00,2.98,3.94,368.87,0.51,76.0,975.45,966.63,906.7,869.32,778.53,61.14,36.63,44.45,15.61,1.24,27.11,27.11,27.11,27.11,27.11,165.72,99.3,120.51,42.33,3.37
Bannariamman Sugars Ltd.,923.95,903.40,68.83,1.08,10.00,100.00,13.13,4.81,953.68,0.97,85.0,1124.99,1480.75,1751.79,1399.68,929.86,60.56,69.6,125.35,22.07,0.9,12.54,12.54,12.54,11.44,11.44,75.94,87.27,145.17,25.24,1.03
Dalmia Bharat Sugar and Industries Ltd.,51.30,50.70,22.5,3.12,2.00,80.00,2.25,4.81,191.47,0.27,42.0,2018.51,2240.28,1686.0,1166.4,1150.04,23.15,16.57,22.66,7.22,0.18,16.19,16.19,16.19,16.19,16.19,187.38,134.1,183.42,58.45,1.48
DCM Shriram Industries Ltd.,107.10,,44.92,5.60,10.00,60.00,2.38,4.81,271.47,0.39,48.0,1689.0,1704.43,1495.82,1216.13,1298.5,42.29,33.08,69.27,19.1,2.52,17.4,17.4,17.4,17.4,17.4,73.57,57.56,120.52,33.24,4.38
Dwarikesh Sugar Industries Ltd.,17.30,17.35,3.27,5.78,1.00,100.00,5.31,4.81,24.62,0.70,40.0,1084.12,1429.95,1190.4,794.34,776.95,5.05,5.39,88.36,22.02,-5.38,18.83,18.83,18.83,16.31,16.31,95.11,101.45,158.47,38.97,-5.81
Ponni Sugars (Erode) Ltd.,140.00,136.05,30.95,1.43,10.00,20.00,4.4,4.81,340.39,0.41,13.4,184.84,197.59,250.47,169.27,158.76,9.8,3.88,17.66,2.21,-4.24,8.6,8.6,8.6,8.6,8.6,8.43,3.34,15.19,1.9,-3.65
Uttam Sugar Mills Ltd.,54.10,54.05,11.4,-,10.00,0.00,4.74,4.81,61.41,0.88,0.0,1214.66,1243.48,1082.94,759.61,721.33,15.27,4.52,27.25,-24.54,-18.95,38.14,38.14,38.14,38.14,38.14,58.11,17.0,109.32,-88.19,-66.97
Mawana Sugars Ltd.,23.70,23.80,-,-,10.00,0.00,-,4.81,101.96,0.23,0.0,1157.71,1340.34,1191.3,1022.78,1143.78,10.85,4.15,116.72,0.0,-31.99,39.12,39.12,39.12,39.12,39.12,42.44,16.24,456.58,-62.71,-125.13
Magadh Sugar & Energy Ltd.,70.65,68.85,43.97,2.83,10.00,20.00,1.57,4.81,323.92,0.22,6.0,739.16,717.28,681.58,0.0,0.0,33.99,24.75,56.68,-2.2,0.0,10.07,10.07,10.07,0.05,0.0,34.22,24.91,58.72,-0.01,0.0
Ugar Sugar Works Ltd.,10.75,10.75,1.48,-,1.00,0.00,7.26,4.81,4.55,2.36,9.0,750.24,649.88,585.37,837.3,652.1,0.39,-6.06,2.08,1.0,-0.29,11.25,11.25,11.25,11.25,11.25,4.35,-68.19,23.43,11.28,-3.25
KM Sugar Mills Ltd.,6.90,6.75,2.01,-,2.00,0.00,3.36,4.81,18.38,0.38,0.0,390.06,462.77,336.18,352.87,404.38,2.65,2.05,3.52,1.27,2.34,18.4,18.4,18.4,18.4,18.4,24.35,18.87,32.38,11.69,21.52
Sakthi Sugars Ltd.,8.76,8.70,-,-,10.00,0.00,-,4.81,3.80,2.31,0.0,505.06,528.83,926.86,821.01,836.51,-17.94,-14.89,0.92,-5.72,-3.61,118.85,118.85,118.85,96.21,96.21,-214.01,-177.1,10.44,-55.07,-34.76
India Sucrose Ltd.,15.45,,9.33,-,10.00,0.00,1.66,4.81,55.50,0.28,0.0,362.8,419.03,386.04,283.09,211.99,2.82,5.41,17.69,3.86,-5.94,15.42,15.42,15.46,15.42,15.42,4.36,8.36,27.35,5.97,-8.76
Dharani Sugars and Chemicals Ltd.,6.05,6.35,-,-,10.00,0.00,-,4.81,-17.78,-,0.0,315.7,481.5,532.95,369.05,380.65,-44.98,-25.72,-5.25,-3.98,-25.23,33.2,33.2,33.2,29.39,29.39,-149.33,-85.38,-17.42,-11.71,-74.16
SBEC Sugars Ltd.,3.51,,-,-,10.00,0.00,-,4.81,-2.70,-,0.0,400.99,460.51,279.82,389.69,423.67,-9.96,-17.73,-4.8,1.08,-6.0,47.65,47.65,47.65,47.69,47.69,-47.48,-84.49,-22.89,5.16,-28.61
KCP Sugar Ind Corp Ltd.,12.43,12.50,2.39,0.80,1.00,10.00,5.23,4.81,23.30,0.53,29.0,317.83,325.12,519.29,510.27,515.52,0.9,0.73,2.8,0.77,-1.43,11.34,11.34,11.34,11.34,11.34,10.2,8.37,31.74,8.76,-16.17
Rana Sugars Ltd.,3.46,3.35,0.02,-,10.00,0.00,167.5,4.81,-4.00,-,0.0,1091.66,976.61,1101.91,863.61,706.31,-4.88,-5.63,-1.7,1.1,-3.58,153.54,153.54,153.54,153.54,153.54,-74.93,-86.5,-26.14,16.73,-54.98
Sir Shadi Lal Enterprises Ltd.,28.05,,2.79,-,10.00,0.00,10.05,4.81,-188.96,-,0.0,372.48,391.56,398.38,276.76,401.78,-66.7,-45.43,34.18,3.83,-58.93,5.25,5.25,5.25,5.25,5.25,-35.02,-23.85,17.95,2.01,-30.94
